1,1,3.38
1,2,1.78
1,3,0.38
1,4,2.56
1,5,0.46
1,6,4.17
1,7,3.39
1,8,4.36
1,9,0.32
1,10,3.11
1,11,0.58
1,12,4.51
1,13,3.3
1,14,4.44
1,15,0.28
1,16,3.14
1,17,0.5
1,18,4.32
1,19,2.96
1,20,4.51
1,21,0.34
1,22,2.71
1,23,0.58
1,24,4.26
1,25,3.42
1,26,4.23
1,27,0.32
1,28,3.23
1,29,0.53
1,30,4.21
1,31,3.01
1,32,4.04
1,33,0.38
1,34,2.92
1,35,0.46
1,36,4.07
1,37,2.9
1,38,4.27
1,39,0.28
1,40,2.72
1,41,0.57
1,42,4.64
1,43,2.74
1,44,4.42
1,45,0.27
1,46,2.52
1,47,0.54
1,48,4.14
1,49,3.06
1,50,4.11
1,51,0.4
1,52,0.85
1,53,0.54
1,54,1.35
1,55,1.36
1,56,1.72
1,57,0.49
1,58,0.57
1,59,0.55
1,60,2.09
1,61,0.9
1,62,1.78
1,63,0.38
1,64,0.52
1,65,0.59
1,66,1.74
1,67,1.13
1,68,1.94
1,69,0.32
1,70,0.91
1,71,0.43
1,72,1.42
1,73,1.11
1,74,2.0
1,75,0.27
1,76,0.85
1,77,0.5
1,78,1.71
1,79,1.43
1,80,1.7
1,81,0.3
1,82,0.49
1,83,0.57
1,84,1.87
1,85,1.07
1,86,2.08
1,87,0.3
1,88,1.42
1,410,1.23
1,411,0.58
1,412,1.67
1,413,1.05
1,414,1.18
1,415,0.28
1,416,2.0
1,417,0.5
1,418,1.25
1,419,1.88
1,420,0.67
1,421,0.28
1,422,0.78
1,423,0.53
1,424,1.7
1,425,0.85
1,426,1.89
1,427,0.38
1,428,0.76
1,429,0.44
1,430,0.75
1,431,1.56
1,432,0.68
1,433,0.57
1,434,1.63
1,435,0.43
1,436,0.58
1,437,0.62
1,438,2.01
1,439,0.28
1,440,1.02
1,441,0.51
1,442,0.82
1,443,1.63
1,444,1.31
1,445,0.3
1,446,0.74
1,447,0.58
1,448,0.94
1,449,1.58
1,450,1.1
1,451,0.38
1,452,1.4
1,453,0.48
1,454,1.81
1,455,1.73
1,456,0.66
1,457,0.27
1,458,1.98
1,459,0.56
1,460,0.7
1,461,1.17
1,462,1.77
1,463,0.34
1,464,1.54
1,465,0.43
1,466,0.57
1,467,1.86
1,468,1.01
1,469,0.36
1,470,1.15
1,471,0.48
1,472,1.71
1,473,1.1
1,474,1.61
1,475,0.38
1,476,1.69
1,477,0.58
1,478,1.54
1,479,1.37
1,480,1.4
1,481,0.41
1,482,1.67
1,483,0.58
1,484,1.71
1,485,0.6
1,486,0.94
1,487,0.58
1,488,1.97
1,489,0.58
1,490,0.27
1,491,1.94
2,52,2.0
2,54,2.5
2,55,2.0
2,56,2.5
2,58,2.0
2,60,2.5
2,61,2.0
2,62,2.5
2,64,2.0
2,66,2.5
2,67,2.0
2,68,2.5
2,70,2.0
2,72,2.5
2,73,2.0
2,270,1.3
2,271,1.39
2,272,0.6
2,273,0.3
2,274,0.9
2,275,1.54
2,276,0.56
2,277,1.79
2,278,0.25
2,279,0.26
2,280,1.16
2,281,0.23
2,282,0.25
2,283,1.52
2,284,0.24
2,285,1.82
2,286,1.98
2,287,0.26
2,288,0.25
2,289,1.72
2,290,1.66
2,291,0.26
2,292,2.03
2,293,0.25
2,294,0.25
2,295,1.2
2,296,0.26
2,297,0.25
2,298,1.96
2,299,0.24
2,300,0.94
2,301,1.91
2,302,0.25
2,303,0.23
2,304,0.58
2,305,1.54
2,306,0.24
2,307,0.9
2,308,0.25
2,309,0.23
2,310,1.36
2,311,0.26
2,312,0.26
2,313,1.25
2,314,0.23
2,315,1.83
2,316,0.65
2,317,0.26
2,318,0.26
2,319,2.04
2,320,0.73
2,321,0.26
2,322,2.08
2,323,0.24
2,324,0.23
2,325,0.74
2,326,0.24
2,327,0.24
2,328,1.84
2,329,0.25
2,330,0.76
2,331,1.86
2,332,0.26
2,333,0.25
2,334,1.42
2,335,1.68
2,336,0.26
2,337,1.1
2,338,0.25
2,339,0.26
2,340,1.83
2,341,0.26
2,342,0.24
2,343,0.76
2,344,0.24
2,345,1.37
2,346,1.2
2,347,0.25
2,348,0.25
2,349,1.36
2,350,1.0
2,351,0.24
2,352,1.08
2,353,0.24
2,354,0.24
2,355,0.85
2,356,0.26
2,357,0.24
2,358,1.81
2,359,0.23
2,360,0.67
2,361,1.13
2,362,0.25
2,363,0.24
2,364,0.8
2,365,1.62
2,366,0.25
2,367,1.17
2,368,0.24
2,369,0.25
2,370,1.46
2,371,0.24
2,372,0.23
2,373,1.28
2,374,0.24
2,375,1.3
2,376,1.63
2,377,0.24
2,378,0.25
2,379,0.75
2,380,1.83
2,381,0.24
2,382,1.18
2,383,0.25
2,384,0.23
2,385,1.71
2,386,0.23
2,387,0.23
2,388,1.41
2,389,0.25
2,390,1.2
2,391,0.71
2,392,0.23
2,393,0.24
2,394,1.99
2,395,0.72
3,73,2.5
